ligand,id,can_smiles,smiles,formula,mw,atomcount,merckid,cas_pr3,cas_pr3_hx,cas_conj_acid,SIGMA STRUCTURE_ID,SIGMA CAT_NO,Fey-LKB (Paper)
BrettPhos,102.0,COc1ccc(OC)c(P(C2CCCCC2)C2CCCCC2)c1-c1c(C(C)C)cc(C(C)C)cc1C(C)C,COc1ccc(c(c1c1c(cc(cc1C(C)C)C(C)C)C(C)C)P(C1CCCCC1)C1CCCCC1)OC,C35H53O2P,537.0,91.0,ME033,1070663-78-3,,,244301866,718742,
RockPhos,103.0,COc1ccc(C)c(-c2c(C(C)C)cc(C(C)C)cc2C(C)C)c1P(C(C)(C)C)C(C)(C)C,COc1ccc(c(c1P(C(C)(C)C)C(C)(C)C)c1c(cc(cc1C(C)C)C(C)C)C(C)C)C,C31H49OP,469.0,82.0,ME008,1262046-34-3,,,359309167,791016,
JackiePhos = (35CF3)2PhBrettPhos,104.0,COc1ccc(OC)c(P(c2cc(C(F)(F)F)cc(C(F)(F)F)c2)c2cc(C(F)(F)F)cc(C(F)(F)F)c2)c1-c1c(C(C)C)cc(C(C)C)cc1C(C)C,COc1ccc(c(c1P(c1cc(cc(c1)C(F)(F)F)C(F)(F)F)c1cc(cc(c1)C(F)(F)F)C(F)(F)F)c1c(cc(cc1C(C)C)C(C)C)C(C)C)OC,C39H37F12O2P,797.0,91.0,ME009,1160861-60-8,,,308353518,731013,
CF3BrettPhos,105.0,COc1ccc(OC)c(P(C(F)(F)F)C(F)(F)F)c1-c1c(C(C)C)cc(C(C)C)cc1C(C)C,COc1ccc(c(c1c1c(cc(cc1C(C)C)C(C)C)C(C)C)P(C(F)(F)F)C(F)(F)F)OC,C25H31F6O2P,508.0,65.0,,1262046-17-2,,,,,
CF3RockPhos,106.0,COc1ccc(C)c(-c2c(C(C)C)cc(C(C)C)cc2C(C)C)c1P(C(F)(F)F)C(F)(F)F,COc1ccc(c(c1P(C(F)(F)F)C(F)(F)F)c1c(cc(cc1C(C)C)C(C)C)C(C)C)C,C25H31F6OP,492.0,64.0,,not on scifinder,,,,,
Cy-vBRIDP_Meonly,107.0,CC(C)=C(C)P(C1CCCCC1)C1CCCCC1,C/C(P(C1CCCCC1)C2CCCCC2)=C(C)/C,C17H31P,266.0,49.0,,not on scifinder,,,,,
"P(2,6-Me2Ph)3",108.0,Cc1cccc(C)c1P(c1c(C)cccc1C)c1c(C)cccc1C,CC1=C(P(C2=C(C=CC=C2C)C)C3=C(C=CC=C3C)C)C(C)=CC=C1,C24H27P,346.0,52.0,,50341-15-6,"many, 301857-95-4 (HBR4)",1412447-38-1,,,
iPrJohnPhos,109.0,CC(C)P(c1ccccc1-c1ccccc1)C(C)C,CC(P(C1=C(C=CC=C1)C2=CC=CC=C2)C(C)C)C,C18H23P,270.0,42.0,,338800-02-5,,,,,LKB160
PTMS3,110.0,C[Si](C)(C)P([Si](C)(C)C)[Si](C)(C)C,C[Si](P([Si](C)(C)C)[Si](C)(C)C)(C)C,C9H27PSi3,251.0,40.0,ME296,15573-38-3,,1402659-96-4,28777504,,LKB62
P(CH2Mes)3,111.0,Cc1cc(C)c(CP(Cc2c(C)cc(C)cc2C)Cc2c(C)cc(C)cc2C)c(C)c1,Cc1cc(C)cc(c1CP(Cc1c(C)cc(cc1C)C)Cc1c(C)cc(cc1C)C)C,C30H39P,431.0,70.0,,65161-10-6,,,,,
P((R)-EtPh)3,112.0,C[C@H](c1ccccc1)P([C@H](C)c1ccccc1)[C@H](C)c1ccccc1,C[C@H](c1ccccc1)P([C@@H](c1ccccc1)C)[C@@H](c1ccccc1)C,C24H27P,346.0,52.0,,642494-48-2,,,,,
"P(CMe2Ph)3, P(Cumyl)3",113.0,CC(C)(c1ccccc1)P(C(C)(C)c1ccccc1)C(C)(C)c1ccccc1,CC(P(C(c1ccccc1)(C)C)C(c1ccccc1)(C)C)(c1ccccc1)C,C27H33P,389.0,61.0,,not on scifinder,,,,,
PPh2(4-F-Ph),114.0,Fc1ccc(P(c2ccccc2)c2ccccc2)cc1,Fc1ccc(cc1)P(c1ccccc1)c1ccccc1,C18H14FP,280.0,34.0,,18437-72-4,,,,,
PPh2(4-CN-Ph),115.0,N#Cc1ccc(P(c2ccccc2)c2ccccc2)cc1,N#Cc1ccc(cc1)P(c1ccccc1)c1ccccc1,C19H14NP,287.0,35.0,,5068-16-6,,,,,
"PPh2(4-NMe2-Ph), PhAtaPhos",116.0,CN(C)c1ccc(P(c2ccccc2)c2ccccc2)cc1,CN(c1ccc(cc1)P(c1ccccc1)c1ccccc1)C,C20H20NP,305.0,42.0,ME130,739-58-2,2019175-15-4 (trifluoromethanesulfonic acid),,27353271,395021,
PPh2(4-Me-Ph),117.0,Cc1ccc(P(c2ccccc2)c2ccccc2)cc1,Cc1ccc(cc1)P(c1ccccc1)c1ccccc1,C19H17P,276.0,37.0,ME185,1031-93-2,530103-91-4 (HCl),,28704292,,
PPh2(4-Cl-Ph),118.0,Clc1ccc(P(c2ccccc2)c2ccccc2)cc1,Clc1ccc(cc1)P(c1ccccc1)c1ccccc1,C18H14ClP,297.0,34.0,,734-60-1,,,,,
P(2-CF3-Ph)3,119.0,FC(F)(F)c1ccccc1P(c1ccccc1C(F)(F)F)c1ccccc1C(F)(F)F,FC(c1ccccc1P(c1ccccc1C(F)(F)F)c1ccccc1C(F)(F)F)(F)F,C21H12F9P,466.0,43.0,,25688-42-0,,,,,LKB78
P(2-Me-4-CF3-Ph)3,120.0,Cc1cc(C(F)(F)F)ccc1P(c1ccc(C(F)(F)F)cc1C)c1ccc(C(F)(F)F)cc1C,Cc1cc(ccc1P(c1ccc(cc1C)C(F)(F)F)c1ccc(cc1C)C(F)(F)F)C(F)(F)F,C24H18F9P,508.0,52.0,,2248453-24-7,,,,,
"P(2,4-(CF3)2-Ph)3",121.0,FC(F)(F)c1ccc(P(c2ccc(C(F)(F)F)cc2C(F)(F)F)c2ccc(C(F)(F)F)cc2C(F)(F)F)c(C(F)(F)F)c1,FC(c1cc(ccc1P(c1ccc(cc1C(F)(F)F)C(F)(F)F)c1ccc(cc1C(F)(F)F)C(F)(F)F)C(F)(F)F)(F)F,C24H9F18P,670.0,52.0,,not on scifinder,,,,,
PFcPh2,122.0,c1ccc(P(c2ccccc2)C23C4C5C6C2[Fe]56432789C3C2C7C8C39)cc1,P(C12C3C4C5C1[Fe]43526789C%10C6C7C8C%109)(C%11=CC=CC=C%11)C%12=CC=CC=C%12,C22H19FeP,370.0,43.0,,12098-17-8,,,413174827,,LKB93
P(C6F5)3,123.0,Fc1c(F)c(F)c(P(c2c(F)c(F)c(F)c(F)c2F)c2c(F)c(F)c(F)c(F)c2F)c(F)c1F,Fc1c(P(c2c(F)c(F)c(c(c2F)F)F)c2c(F)c(F)c(c(c2F)F)F)c(F)c(c(c1F)F)F,C18F15P,532.0,34.0,ME128,1259-35-4,1174679-53-8 (HBHR3),112260-97-6,28801151,,LKB70
PMe2CF3,124.0,CP(C)C(F)(F)F,CP(C(F)(F)F)C,C3H6F3P,130.0,13.0,,421-57-8,,,,,LKB025
PPh2(C6F5),125.0,Fc1c(F)c(F)c(P(c2ccccc2)c2ccccc2)c(F)c1F,Fc1c(P(c2ccccc2)c2ccccc2)c(F)c(c(c1F)F)F,C18H10F5P,352.0,34.0,ME126,5525-95-1,"many, 13305-07-2 (HCl)",,28442164,,LKB86
P(4-ClPh)3,126.0,Clc1ccc(P(c2ccc(Cl)cc2)c2ccc(Cl)cc2)cc1,Clc1ccc(cc1)P(c1ccc(cc1)Cl)c1ccc(cc1)Cl,C18H12Cl3P,366.0,34.0,ME123,1159-54-2,2147749-67-3 (HBF4),61249-16-9,28510365,,LKB69
PPh2Mes,127.0,Cc1cc(C)c(P(c2ccccc2)c2ccccc2)c(C)c1,Cc1cc(C)c(c(c1)C)P(c1ccccc1)c1ccccc1,C21H21P,304.0,43.0,,5931-56-6,,,128847733,,
P(NMe2)3,128.0,CN(C)P(N(C)C)N(C)C,CN(P(N(C)C)N(C)C)C,C6H18N3P,163.0,28.0,,1608-26-0,82757-08-2 (trifluoro methanesulfonic acid),290815-10-0,28775934,,LKB292
PPh2(NMe2),129.0,CN(C)P(c1ccccc1)c1ccccc1,CN(P(c1ccccc1)c1ccccc1)C,C14H16NP,229.0,32.0,,6840-01-3,,,,,
PPh2(2-OMe-Ph),130.0,COc1ccccc1P(c1ccccc1)c1ccccc1,COc1ccccc1P(c1ccccc1)c1ccccc1,C19H17OP,292.0,38.0,ME115,53111-20-9,530103-90-3 (HCl),61249-03-4,30486869,287865,LKB90
PPh2(4-OMe-Ph),131.0,COc1ccc(P(c2ccccc2)c2ccccc2)cc1,COc1ccc(cc1)P(c1ccccc1)c1ccccc1,C19H17OP,292.0,38.0,,896-89-9,,,28437481,,
PPh2(3-F-Ph),132.0,Fc1cccc(P(c2ccccc2)c2ccccc2)c1,Fc1cccc(c1)P(c1ccccc1)c1ccccc1,C18H14FP,280.0,34.0,,21388-29-4,,,129791993,,
P(3-FPh)3,133.0,Fc1cccc(P(c2cccc(F)c2)c2cccc(F)c2)c1,Fc1cccc(c1)P(c1cccc(c1)F)c1cccc(c1)F,C18H12F3P,316.0,34.0,ME188,23039-94-3,,,28486981,,LKB65
PBn2Ph,134.0,c1ccc(CP(Cc2ccccc2)c2ccccc2)cc1,c1ccc(cc1)P(Cc1ccccc1)Cc1ccccc1,C20H19P,290.0,40.0,,7650-90-0,112507-47-8 (HBr),63832-84-8,30466932,,LKB114
PPh2vinyl,135.0,C=CP(c1ccccc1)c1ccccc1,C=CP(c1ccccc1)c1ccccc1,C14H13P,212.0,28.0,"ME311, ME3211",2155-96-6,,,28802242,,LKB59
"P(CHCH2)3, Pvinyl3",136.0,C=CP(C=C)C=C,C=CP(C=C)C=C,C6H9P,112.0,16.0,,3746-01-8,,,28783524,,LKB56
P(CH2CH2CN)3,137.0,N#CCCP(CCC#N)CCC#N,N#CCCP(CCC#N)CCC#N,C9H12N3P,193.0,25.0,ME078,4023-53-4,83904-63-6 (HBr),,27737425,,LKB011
PPh2(OMe),138.0,COP(c1ccccc1)c1ccccc1,COP(c1ccccc1)c1ccccc1,C13H13OP,216.0,28.0,,4020-99-9,,24151-43-7,28776142,149497,LKB256
P(OEt)Ph2,139.0,CCOP(c1ccccc1)c1ccccc1,CCOP(c1ccccc1)c1ccccc1,C14H15OP,230.0,31.0,,719-80-2,,,28775818,149489,
PPh2(OiPr),140.0,CC(C)OP(c1ccccc1)c1ccccc1,CC(OP(c1ccccc1)c1ccccc1)C,C15H17OP,244.0,34.0,,27350-46-5,,,,,LKB257
PPh2(OPh),141.0,c1ccc(OP(c2ccccc2)c2ccccc2)cc1,c1ccc(cc1)OP(c1ccccc1)c1ccccc1,C18H15OP,278.0,35.0,,13360-92-4,,,28830536,,LKB260
PPh2(O2-ClPh),142.0,Clc1ccccc1OP(c1ccccc1)c1ccccc1,Clc1ccccc1OP(c1ccccc1)c1ccccc1,C18H14ClOP,313.0,35.0,,63389-43-5,,,,,
PPh(OMe)2,143.0,COP(OC)c1ccccc1,COP(c1ccccc1)OC,C8H11O2P,170.0,22.0,,2946-61-4,,24151-45-9,28423353,,LKB245
P(OEt)2Ph,144.0,CCOP(OCC)c1ccccc1,CCOP(c1ccccc1)OCC,C10H15O2P,198.0,28.0,,1638-86-4,,,28775676,,
PPh(OPh)2,145.0,c1ccc(OP(Oc2ccccc2)c2ccccc2)cc1,c1ccc(cc1)P(Oc1ccccc1)Oc1ccccc1,C18H15O2P,294.0,36.0,,13410-61-2,,,28863149,,LKB248
PPh(OBu)2,146.0,CCCCOP(OCCCC)c1ccccc1,CCCCOP(c1ccccc1)OCCCC,C14H23O2P,254.0,40.0,,3030-90-8,,,28827058,,
P(OMe)3,147.0,COP(OC)OC,COP(OC)OC,C3H9O3P,124.0,16.0,,121-45-9,107015-88-3 (HBF4),24151-48-2,28758517,,LKB218
P(OEt)3,148.0,CCOP(OCC)OCC,CCOP(OCC)OCC,C6H15O3P,166.0,25.0,,122-52-1,"1086707-77-8 (HI), 1309976-31-5 (trifluoro methanesulfonic acid)",24389-77-3,28758916,,LKB220
P(OiPr)3,149.0,CC(C)OP(OC(C)C)OC(C)C,CC(OP(OC(C)C)OC(C)C)C,C9H21O3P,208.0,34.0,,116-17-6,,24151-46-0,28776502,,LKB222
P(OnBu)3,150.0,CCCCOP(OCCCC)OCCCC,CCCCOP(OCCCC)OCCCC,C12H27O3P,250.0,43.0,,102-85-2,,28206-40-8,28761313,,LKB223
P(OCH2CH2CN)3,151.0,N#CCCOP(OCCC#N)OCCC#N,N#CCCOP(OCCC#N)OCCC#N,C9H12N3O3P,241.0,28.0,,26727-53-7,,,129328184,,
P(O-4ClPh)3,152.0,Clc1ccc(OP(Oc2ccc(Cl)cc2)Oc2ccc(Cl)cc2)cc1,Clc1ccc(cc1)OP(Oc1ccc(cc1)Cl)Oc1ccc(cc1)Cl,C18H12Cl3O3P,414.0,37.0,,5679-61-8,,,,,LKB230
P(O-4CNPh)3,153.0,N#Cc1ccc(OP(Oc2ccc(C#N)cc2)Oc2ccc(C#N)cc2)cc1,N#Cc1ccc(cc1)OP(Oc1ccc(cc1)C#N)Oc1ccc(cc1)C#N,C21H12N3O3P,385.0,40.0,,58196-21-7,,,,,LKB235
PPh2(CH2CH2Cl),154.0,ClCCP(c1ccccc1)c1ccccc1,ClCCP(c1ccccc1)c1ccccc1,C14H14ClP,249.0,30.0,,5055-11-8,,,28804019,,
"PPh2(3,5-Me2-4-OMe-Ph)",155.0,COc1c(C)cc(P(c2ccccc2)c2ccccc2)cc1C,COc1c(C)cc(cc1C)P(c1ccccc1)c1ccccc1,C21H21OP,320.0,44.0,,272115-41-0,,,,,
Phosphacubane,156.0,C12[C@H]3[C@H]4[C@@H]1[C@H]1[C@@H]2[C@@H]3P41,[C@@H]12[C@@H]3[C@@H]4[C@H]2P2[C@H]1[C@H]3[C@H]42,C7H7P,122.0,15.0,,2245234-03-9,,,,,
"PCyp(3,5-tBu2-Ph)2",157.0,CC(C)(C)c1cc(P(c2cc(C(C)(C)C)cc(C(C)(C)C)c2)C2CCCC2)cc(C(C)(C)C)c1,CC(c1cc(cc(c1)C(C)(C)C)P(c1cc(cc(c1)C(C)(C)C)C(C)(C)C)C1CCCC1)(C)C,C33H51P,479.0,85.0,,2097604-70-9,,,,,
"PCy(3,5-tBu2-Ph)2",158.0,CC(C)(C)c1cc(P(c2cc(C(C)(C)C)cc(C(C)(C)C)c2)C2CCCCC2)cc(C(C)(C)C)c1,CC(c1cc(cc(c1)C(C)(C)C)P(c1cc(cc(c1)C(C)(C)C)C(C)(C)C)C1CCCCC1)(C)C,C34H53P,493.0,88.0,,2097604-67-4,,,,,
"PCyp2(3,5-TRIP2-Ph)",159.0,CC(C)c1cc(C(C)C)c(-c2cc(-c3c(C(C)C)cc(C(C)C)cc3C(C)C)cc(P(C3CCCC3)C3CCCC3)c2)c(C(C)C)c1,CC(c1cc(cc(c1c1cc(cc(c1)c1c(cc(cc1C(C)C)C(C)C)C(C)C)P(C1CCCC1)C1CCCC1)C(C)C)C(C)C)C,C46H67P,651.0,114.0,,2097604-65-2,,,,,
PCyp2Ph,160.0,c1ccc(P(C2CCCC2)C2CCCC2)cc1,C1CCC(C1)P(c1ccccc1)C1CCCC1,C16H23P,246.0,40.0,,7650-82-0,,,,,
PCypPh2,161.0,c1ccc(P(c2ccccc2)C2CCCC2)cc1,C1CCC(C1)P(c1ccccc1)c1ccccc1,C17H19P,254.0,37.0,,7650-81-9,,,,,
PCyPh2,162.0,c1ccc(P(c2ccccc2)C2CCCCC2)cc1,C1CCC(CC1)P(c1ccccc1)c1ccccc1,C18H21P,268.0,40.0,ME090,6372-42-5,"943453-49-4 (HBF4), 20515-57-5 (HBr)",367252-38-8,28777685,,LKB103
PCypMes2,163.0,Cc1cc(C)c(P(c2c(C)cc(C)cc2C)C2CCCC2)c(C)c1,Cc1cc(C)cc(c1P(c1c(C)cc(cc1C)C)C1CCCC1)C,C23H31P,338.0,55.0,,2097604-66-3,,,,,
"PCyp(3,5-iPr2-Ph)2",164.0,CC(C)c1cc(C(C)C)cc(P(c2cc(C(C)C)cc(C(C)C)c2)C2CCCC2)c1,CC(c1cc(cc(c1)C(C)C)P(c1cc(cc(c1)C(C)C)C(C)C)C1CCCC1)C,C29H43P,423.0,73.0,,2097604-76-5,,,,,
"PCyp(3,5-Me2-Ph)2",165.0,Cc1cc(C)cc(P(c2cc(C)cc(C)c2)C2CCCC2)c1,Cc1cc(cc(c1)C)P(c1cc(C)cc(c1)C)C1CCCC1,C21H27P,310.0,49.0,,2097604-68-5,,,,,
"PCyp(3,5-(CF3)2-Ph)2",166.0,FC(F)(F)c1cc(P(c2cc(C(F)(F)F)cc(C(F)(F)F)c2)C2CCCC2)cc(C(F)(F)F)c1,FC(c1cc(cc(c1)C(F)(F)F)P(c1cc(cc(c1)C(F)(F)F)C(F)(F)F)C1CCCC1)(F)F,C21H15F12P,526.0,49.0,,2097604-69-6,,,,,
PCH2CypPh2,167.0,c1ccc(P(CC2CCCC2)c2ccccc2)cc1,C1CCC(C1)CP(c1ccccc1)c1ccccc1,C18H21P,268.0,40.0,,not on scifinder,,,,,
PCy(4-OMe-Ph)2,168.0,COc1ccc(P(c2ccc(OC)cc2)C2CCCCC2)cc1,COc1ccc(cc1)P(c1ccc(cc1)OC)C1CCCCC1,C20H25O2P,328.0,48.0,,2127847-63-4,,,,,
"PtBu(3,5-tBu2-Ph)2",169.0,CC(C)(C)c1cc(P(c2cc(C(C)(C)C)cc(C(C)(C)C)c2)C(C)(C)C)cc(C(C)(C)C)c1,CC(P(c1cc(cc(c1)C(C)(C)C)C(C)(C)C)c1cc(cc(c1)C(C)(C)C)C(C)(C)C)(C)C,C32H51P,467.0,84.0,,1616979-93-1,,,,,
"PCH2Cyp(3,5-tBu2-Ph)2",170.0,CC(C)(C)c1cc(P(CC2CCCC2)c2cc(C(C)(C)C)cc(C(C)(C)C)c2)cc(C(C)(C)C)c1,CC(c1cc(cc(c1)C(C)(C)C)P(c1cc(cc(c1)C(C)(C)C)C(C)(C)C)CC1CCCC1)(C)C,C34H53P,493.0,88.0,,2097604-71-0,,,,,
"PCy2(3,5-TRIP2-Ph)",171.0,CC(C)c1cc(C(C)C)c(-c2cc(-c3c(C(C)C)cc(C(C)C)cc3C(C)C)cc(P(C3CCCCC3)C3CCCCC3)c2)c(C(C)C)c1,CC(c1cc(cc(c1c1cc(cc(c1)c1c(cc(cc1C(C)C)C(C)C)C(C)C)P(C1CCCCC1)C1CCCCC1)C(C)C)C(C)C)C,C48H71P,679.0,120.0,,2097604-73-2,,,,,
"P(CH2Cyp)2(3,5-TRIP2-Ph)",172.0,CC(C)c1cc(C(C)C)c(-c2cc(-c3c(C(C)C)cc(C(C)C)cc3C(C)C)cc(P(CC3CCCC3)CC3CCCC3)c2)c(C(C)C)c1,CC(C1=CC(C(C)C)=CC(C(C)C)=C1C2=CC(C3=C(C(C)C)C=C(C(C)C)C=C3C(C)C)=CC(P(CC4CCCC4)CC5CCCC5)=C2)C,C48H71P,679.0,120.0,,not on scifinder,,,,,
"P(CH2Cy)2(3,5-TRIP2-Ph)",173.0,CC(C)c1cc(C(C)C)c(-c2cc(-c3c(C(C)C)cc(C(C)C)cc3C(C)C)cc(P(CC3CCCCC3)CC3CCCCC3)c2)c(C(C)C)c1,CC(C1=CC(C(C)C)=CC(C(C)C)=C1C2=CC(C3=C(C(C)C)C=C(C(C)C)C=C3C(C)C)=CC(P(CC4CCCCC4)CC5CCCCC5)=C2)C,C50H75P,707.0,126.0,,not on scifinder,,,,,
"PiPr2(3,5-TRIP2-Ph)",174.0,CC(C)c1cc(C(C)C)c(-c2cc(-c3c(C(C)C)cc(C(C)C)cc3C(C)C)cc(P(C(C)C)C(C)C)c2)c(C(C)C)c1,CC(P(c1cc(cc(c1)c1c(cc(cc1C(C)C)C(C)C)C(C)C)c1c(cc(cc1C(C)C)C(C)C)C(C)C)C(C)C)C,C42H63P,599.0,106.0,,not on scifinder,,,,,
PCyp2(4-OMe-Ph),175.0,COc1ccc(P(C2CCCC2)C2CCCC2)cc1,COc1ccc(cc1)P(C1CCCC1)C1CCCC1,C17H25OP,276.0,44.0,,1787242-49-2,,,,,
"PCyp2(3,5-(2,4,6-tBu3-Ph)2-Ph)",176.0,CC(C)(C)c1cc(C(C)(C)C)c(-c2cc(-c3c(C(C)(C)C)cc(C(C)(C)C)cc3C(C)(C)C)cc(P(C3CCCC3)C3CCCC3)c2)c(C(C)(C)C)c1,CC(c1cc(cc(c1c1cc(cc(c1)c1c(cc(cc1C(C)(C)C)C(C)(C)C)C(C)(C)C)P(C1CCCC1)C1CCCC1)C(C)(C)C)C(C)(C)C)(C)C,C52H79P,735.0,132.0,,not on scifinder,,,,,
PCyp2(9Anth),177.0,c1ccc2c(P(C3CCCC3)C3CCCC3)c3ccccc3cc2c1,C1CCC(C1)P(c1c2ccccc2cc2c1cccc2)C1CCCC1,C24H27P,346.0,52.0,,not on scifinder,,,,,
"PCyp2(3,5-(9Phenanthrenyl)2-Ph)",178.0,c1ccc2c(c1)cc(-c1cc(-c3cc4ccccc4c4ccccc34)cc(P(C3CCCC3)C3CCCC3)c1)c1ccccc12,C1CCC(C1)P(c1cc(cc(c1)c1cc2ccccc2c2c1cccc2)c1cc2ccccc2c2c1cccc2)C1CCCC1,C44H39P,599.0,84.0,,not on scifinder,,,,,
PCyoTol2,179.0,Cc1ccccc1P(c1ccccc1C)C1CCCCC1,Cc1ccccc1P(c1ccccc1C)C1CCCCC1,C20H25P,296.0,46.0,,174266-53-6,,,526872462,,
"PCypMes(3,5-tBu2-Ph)",180.0,Cc1cc(C)c(P(c2cc(C(C)(C)C)cc(C(C)(C)C)c2)C2CCCC2)c(C)c1,Cc1cc(C)c(c(c1)C)P(c1cc(cc(c1)C(C)(C)C)C(C)(C)C)C1CCCC1,C28H41P,409.0,70.0,,not on scifinder,,,,,
"PiPr(3,5-tBu2-Ph)2",181.0,CC(C)P(c1cc(C(C)(C)C)cc(C(C)(C)C)c1)c1cc(C(C)(C)C)cc(C(C)(C)C)c1,CC(P(c1cc(cc(c1)C(C)(C)C)C(C)(C)C)c1cc(cc(c1)C(C)(C)C)C(C)(C)C)C,C31H49P,453.0,81.0,,not on scifinder,,,,,
"P(exo-norbornenyl)(3,5-tBu2-Ph)2",182.0,CC(C)(C)c1cc(P(c2cc(C(C)(C)C)cc(C(C)(C)C)c2)[C@@H]2C[C@H]3C=C[C@@H]2C3)cc(C(C)(C)C)c1,CC(c1cc(cc(c1)C(C)(C)C)P(c1cc(cc(c1)C(C)(C)C)C(C)(C)C)[C@@H]1C[C@@H]2C[C@H]1C=C2)(C)C,C35H51P,503.0,87.0,,not on scifinder,,,,,
"PCyp(3,5-TRIP2-Ph)2",183.0,CC(C)c1cc(C(C)C)c(-c2cc(-c3c(C(C)C)cc(C(C)C)cc3C(C)C)cc(P(c3cc(-c4c(C(C)C)cc(C(C)C)cc4C(C)C)cc(-c4c(C(C)C)cc(C(C)C)cc4C(C)C)c3)C3CCCC3)c2)c(C(C)C)c1,CC(c1cc(cc(c1c1cc(cc(c1)c1c(cc(cc1C(C)C)C(C)C)C(C)C)P(c1cc(cc(c1)c1c(cc(cc1C(C)C)C(C)C)C(C)C)c1c(cc(cc1C(C)C)C(C)C)C(C)C)C1CCCC1)C(C)C)C(C)C)C,C77H107P,1064.0,185.0,,not on scifinder,,,,,
"PCyp(3,5-Mes2-Ph)2",184.0,Cc1cc(C)c(-c2cc(-c3c(C)cc(C)cc3C)cc(P(c3cc(-c4c(C)cc(C)cc4C)cc(-c4c(C)cc(C)cc4C)c3)C3CCCC3)c2)c(C)c1,Cc1cc(C)cc(c1c1cc(cc(c1)c1c(C)cc(cc1C)C)P(c1cc(cc(c1)c1c(C)cc(cc1C)C)c1c(C)cc(cc1C)C)C1CCCC1)C,C53H59P,727.0,113.0,,not on scifinder,,,,,
PCyp(9THPQ)2,185.0,c1c(P(c2cc3c4c(c2)CCCN4CCC3)C2CCCC2)cc2c3c1CCCN3CCC2,C1CCC(C1)P(c1cc2CCCN3c2c(c1)CCC3)c1cc2CCCN3c2c(c1)CCC3,C29H37N2P,445.0,69.0,,not on scifinder,,,,,
"P(3,5-tBu2-Ph)2(3,5-TRIP2-Ph)",186.0,CC(C)c1cc(C(C)C)c(-c2cc(-c3c(C(C)C)cc(C(C)C)cc3C(C)C)cc(P(c3cc(C(C)(C)C)cc(C(C)(C)C)c3)c3cc(C(C)(C)C)cc(C(C)(C)C)c3)c2)c(C(C)C)c1,CC(c1cc(C(C)C)c(c(c1)C(C)C)c1cc(cc(c1)c1c(cc(cc1C(C)C)C(C)C)C(C)C)P(c1cc(cc(c1)C(C)(C)C)C(C)(C)C)c1cc(cc(c1)C(C)(C)C)C(C)(C)C)C,C64H91P,891.0,156.0,,not on scifinder,,,,,
"PPh(3,5-tBu2-Ph)2",187.0,CC(C)(C)c1cc(P(c2ccccc2)c2cc(C(C)(C)C)cc(C(C)(C)C)c2)cc(C(C)(C)C)c1,CC(c1cc(cc(c1)C(C)(C)C)P(c1cc(cc(c1)C(C)(C)C)C(C)(C)C)c1ccccc1)(C)C,C34H47P,487.0,82.0,,325982-54-5,,,,,
P(CH2Cyp)2Ph,188.0,c1ccc(P(CC2CCCC2)CC2CCCC2)cc1,C1CCC(C1)CP(c1ccccc1)CC1CCCC1,C18H27P,274.0,46.0,,not on scifinder,,,,,
P(CH2Cy)2Ph,189.0,c1ccc(P(CC2CCCCC2)CC2CCCCC2)cc1,C1CCC(CC1)CP(c1ccccc1)CC1CCCCC1,C20H31P,302.0,52.0,,not on scifinder,,,,,
PCH2CyPh2,190.0,c1ccc(P(CC2CCCCC2)c2ccccc2)cc1,C1CCC(CC1)CP(c1ccccc1)c1ccccc1,C19H23P,282.0,43.0,,136492-35-8,,,,,
"P(O-2,4-tBu2-Ph)3, Alkanox 240",191.0,CC(C)(C)c1ccc(OP(Oc2ccc(C(C)(C)C)cc2C(C)(C)C)Oc2ccc(C(C)(C)C)cc2C(C)(C)C)c(C(C)(C)C)c1,CC(C1=C(OP(OC2=C(C(C)(C)C)C=C(C(C)(C)C)C=C2)OC3=C(C(C)(C)C)C=C(C(C)(C)C)C=C3)C=CC(C(C)(C)C)=C1)(C)C,C42H63O3P,647.0,109.0,,31570-04-4,,,27124635,,LKB239
PPhDur2,192.0,Cc1cc(C)c(C)c(P(c2ccccc2)c2c(C)c(C)cc(C)c2C)c1C,P(c1c(c(cc(c1C)C)C)C)(c1c(c(cc(c1C)C)C)C)c1ccccc1,C26H31P,374.0,58.0,,69755-17-5,,,,,
PDur3,193.0,Cc1cc(C)c(C)c(P(c2c(C)c(C)cc(C)c2C)c2c(C)c(C)cc(C)c2C)c1C,P(c1c(c(cc(c1C)C)C)C)(c1c(c(cc(c1C)C)C)C)c1c(c(cc(c1C)C)C)C,C30H39P,431.0,70.0,,54947-97-6,,,,,
PPhMes2,194.0,Cc1cc(C)c(P(c2ccccc2)c2c(C)cc(C)cc2C)c(C)c1,P(c1c(cc(cc1C)C)C)(c1c(cc(cc1C)C)C)c1ccccc1,C24H27P,346.0,52.0,,57368-25-9,,,,,
"P(2,3-Me2-Ph)3",195.0,Cc1cccc(P(c2cccc(C)c2C)c2cccc(C)c2C)c1C,P(c1c(c(ccc1)C)C)(c1c(c(ccc1)C)C)c1c(c(ccc1)C)C,C24H27P,346.0,52.0,,29526-63-4,,,,,
